kode,nama_bahan,air,energi,protein,lemak,kh,serat,abu,kalsium,fosfor,besi,natrium,kalium,tembaga,seng,retinol,b_kar,kar_total,thiamin,riboflavin,niasin,vit_c,gula,kategori,sumber
GO046,"Kerang, dendeng,
mentah",18.3,357.0,41.1,10.0,25.6,0.0,5.0,217.0,904.0,5.2,,,,,0.0,,329.0,0.27,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO047,"Rebon, kering, mentah",21.6,299.0,59.4,3.6,3.2,0.0,12.2,2306.0,625.0,21.4,,,,,0.0,0.0,,0.06,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO048,"Rebung laut, mentah",18.2,320.0,7.2,4.2,63.3,,7.1,240.0,570.0,6.6,20.0,1040.0,1.5,6.2,917.0,,,0.0,0.0,4.9,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO049,Sardines dalam kaleng,47.1,338.0,21.1,27.0,1.0,0.0,3.8,354.0,434.0,3.5,,,,,76.0,0.0,,0.1,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO050,"Teripang, dendeng,
mentah",12.5,462.0,39.1,32.4,3.5,0.0,12.5,499.0,616.0,96.4,315.0,402.5,,,2.0,0.0,144.0,1.37,0.0,5.3,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO051,"Udang kering, mentah",14.9,278.0,62.6,4.1,2.2,,16.2,760.0,510.0,5.2,540.0,360.0,2.4,3.2,39.0,,,,,0.1,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO052,"Udang papay, mentah",24.5,273.0,47.8,3.8,12.5,,11.5,1109.0,789.0,2.4,651.0,802.0,2.6,10.8,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO053,Abon haruwan,11.6,513.0,23.7,37.0,21.3,,6.4,25.0,25.0,0.5,61.0,15.0,0.0,0.2,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO054,Abon ikan,6.4,435.0,27.2,20.2,36.1,,10.1,,,,,,,,,,,,0.8,24.3,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO055,"Betok wadi, masakan",69.2,145.0,16.3,7.0,4.1,,3.4,405.0,523.0,1.8,69.0,203.0,1.0,1.3,,,,0.22,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO056,"Bou ninahu ndamate,
masakan",79.5,79.0,6.3,1.0,1.1,,2.1,,,,67.0,,,,691.0,,,0.1,0.0,0.1,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO057,"Bouiki ninahu
nggaluku, masakan",73.9,94.0,7.8,2.2,10.8,,5.3,,,,58.0,179.4,,1.5,,,,0.5,0.03,2.4,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO058,Cakalang asar (asap),64.3,155.0,20.1,3.8,10.2,,1.6,20.0,240.0,2.1,90.0,390.0,0.3,0.1,86.0,,,,0.7,0.2,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO059,"Dendeng belut,
goreng, masakan",8.2,382.0,55.7,14.1,8.0,0.0,14.0,1069.0,654.0,15.4,,,,,28.0,,1480.0,0.48,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO060,"Dendeng mujahir,
goreng, masakan",6.5,598.0,74.3,26.9,9.2,0.0,13.1,1957.0,1447.0,7.4,,,,,18.0,,25.0,0.19,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO061,Fillet o-fish,51.0,270.0,12.3,15.9,19.3,0.2,1.5,239.0,272.0,1.8,439.0,,,,34.0,,580.0,0.59,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO062,"Gete kuah asam,
masakan",80.1,75.0,8.2,2.0,6.0,,3.8,1620.0,880.0,0.8,260.0,150.0,0.1,1.5,,,,,,0.1,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO063,"Gulai asam keueung,
masakan",86.0,52.0,10.0,0.5,1.8,,1.7,62.0,102.0,0.3,332.0,141.0,0.0,1.0,,,,0.18,0.34,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO065,"Gulai ikan, masakan",75.7,106.0,16.5,3.3,2.5,,2.0,306.0,196.0,4.8,743.0,,,,86.0,,2760.0,0.32,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO064,"Gulai ikan paya,
masakan",72.1,148.0,10.0,9.8,5.0,,3.1,103.0,82.0,0.7,525.0,256.0,0.1,0.9,,,,0.26,0.02,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO066,"Gulai keumamah,
masakan",81.4,110.0,5.9,8.2,3.2,,1.3,32.0,96.0,1.0,335.0,121.0,0.2,0.9,,,,0.33,0.04,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO067,"Gulai tiram, masakan",73.1,132.0,9.0,7.2,7.8,,2.9,53.0,134.0,3.7,285.0,133.0,1.1,0.7,389.0,,,0.29,0.12,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO068,"Gurame asem manis,
masakan",63.1,192.0,12.7,10.1,12.7,0.0,2.4,283.0,169.0,1.1,,,,,19.0,,1440.0,0.1,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO069,"Ikan asar merah,
masakan",69.2,146.0,17.7,5.9,5.6,,1.6,100.0,240.0,4.0,170.0,310.0,0.3,1.4,224.0,0.0,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO070,"Jambal goreng,
masakan",13.4,286.0,48.5,9.2,2.3,,26.6,207.0,457.0,3.3,,,,,109.0,,160.0,0.4,,3.1,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO071,"Jukku pallu kaloa,
masakan",69.4,15.0,15.2,4.3,8.8,,2.3,40.0,170.0,1.1,605.0,153.0,0.6,1.1,,,,0.3,0.14,7.5,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO072,"Kaholeo, masakan",11.2,413.0,28.7,19.8,29.8,,10.5,909.0,1291.0,0.0,0.0,1171.0,0.1,3.1,4236.0,,,1.34,0.03,5.7,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO073,Lawara penjah,64.5,207.0,7.4,15.4,9.6,,2.9,114.0,219.0,5.9,683.0,117.0,0.5,0.7,0.0,38.0,,0.19,0.04,,14.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO074,"Model, masakan",83.9,79.0,2.2,4.0,8.6,,1.3,8.0,33.0,0.8,147.0,34.0,0.1,0.5,,,,0.16,0.02,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO075,"Mujahir acar kuning,
masakan",43.1,330.0,17.8,23.4,12.1,1.1,4.6,154.0,357.0,5.3,,,,,24.0,,4130.0,0.15,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO076,"Parede baleh,
masakan",80.0,87.0,10.5,2.5,5.5,,1.5,35.0,215.0,0.9,416.0,59.0,0.1,0.2,,,,0.24,0.0,0.7,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO077,"Pempek adaan,
masakan",62.6,162.0,4.9,3.0,27.8,,1.7,26.0,116.0,1.0,488.0,119.0,0.1,0.2,,,,0.3,0.03,1.0,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO078,"Pempek belida,
masakan",61.4,156.0,4.2,1.4,31.6,0.2,1.4,100.0,55.0,3.3,,,,,0.0,,0.0,0.03,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO079,"Pempek kapal selam,
masakan",63.4,152.0,4.5,2.3,28.2,,1.6,19.0,115.0,1.6,628.0,91.0,0.1,0.2,,,,0.2,0.03,1.0,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO080,"Pempek kelesan,
masakan",53.0,211.0,12.3,6.1,26.6,0.4,2.0,840.0,176.0,1.8,,,,,14.0,,888.0,0.25,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO081,"Pempek kulit,
masakan",45.7,243.0,5.2,7.3,39.1,,2.7,16.0,96.0,2.0,555.0,102.0,0.1,0.6,,,,0.2,0.02,0.9,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO082,"Pempek telur,
masakan",62.4,156.0,4.7,2.7,28.3,,1.9,13.0,83.0,1.3,448.0,48.0,0.1,0.6,,,,0.2,0.05,1.1,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO083,"Pempek tenggiri,
masakan",56.3,173.0,7.2,1.2,33.4,0.2,1.9,164.0,80.0,3.1,,,,,0.0,,0.0,0.02,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO084,"Pencok lele, masakan",47.5,372.0,7.8,36.3,3.5,0.0,4.9,289.0,295.0,5.3,,,,,64.0,0.0,,0.12,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO085,Pinda,71.0,107.0,15.9,0.6,0.4,,3.1,375.0,336.0,1.9,526.0,330.0,0.2,1.0,896.0,,,0.89,0.05,0.5,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO086,"Pindang kenari,
masakan",80.1,124.0,9.5,9.6,0.0,,2.8,120.0,220.0,1.3,370.0,270.0,0.3,1.2,18.0,381.0,,,,0.1,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO087,"Saboko gurita,
masakan",76.2,87.0,15.7,1.5,2.6,,4.1,60.0,14.0,2.1,200.0,180.0,0.9,4.0,38.0,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO088,"Saboko saltan,
masakan",76.0,113.0,17.1,3.6,3.0,,0.3,240.0,60.0,0.5,40.0,350.0,0.2,0.6,27.0,,,,,0.1,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO089,"Saboko sardin,
masakan",70.0,110.0,12.9,4.3,4.9,,7.9,220.0,520.0,6.0,200.0,280.0,0.2,3.9,37.0,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO090,Sate Bandeng,47.1,283.0,12.1,16.8,20.9,2.0,3.1,118.0,186.0,1.2,543.0,199.0,0.2,0.9,,2.0,0.0,0.02,0.02,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO091,"Sepi, masakan",66.1,88.0,7.9,1.6,10.6,,13.8,924.0,350.0,2.3,873.0,258.0,1.0,1.1,783.0,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO092,"Tekwan, masakan",86.7,53.0,1.9,0.9,9.4,,1.1,9.0,41.0,1.0,174.0,42.0,0.0,0.0,99.0,,,0.1,0.02,0.4,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO093,"Teri belado, masakan",25.8,365.0,23.7,22.3,17.5,0.0,10.9,869.0,348.0,4.0,,,,,27.0,,1567.0,0.13,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO094,"Tumis bandeng,
masakan",70.5,189.0,11.3,15.7,0.6,,1.9,56.0,129.0,0.4,314.0,280.0,0.1,0.7,579.0,,,0.46,0.02,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
GO095,Tumis keumamah,45.7,300.0,14.5,20.0,15.5,4.5,4.3,,,,,,,,,8.0,,0.63,0.04,,7.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
HM001,"Telur ayam kampung,
segar",73.1,174.0,10.8,14.0,1.2,0.0,0.9,68.0,268.0,4.9,190.0,141.0,0.6,1.5,203.0,23.0,125.0,0.78,0.62,0.2,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
HM002,"Telur ayam ras, segar",74.3,154.0,12.4,10.8,0.7,0.0,0.8,86.0,258.0,3.0,142.0,118.5,0.16,1.0,61.0,22.0,104.0,0.12,0.38,0.2,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
HM003,"Telur ayam ras, bagian
kuning, segar",49.4,355.0,16.3,31.9,0.7,0.0,1.7,147.0,586.0,7.2,111.0,107.5,0.2,2.5,606.0,63.0,,0.27,0.51,0.2,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
HM004,"Telur aAyam ras,
bagian putih, segar",87.8,50.0,10.8,0.0,0.8,0.0,0.6,6.0,17.0,0.2,164.0,138.5,0.03,0.4,0.0,0.0,,0.0,0.26,0.4,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
HM005,"Telur bebek alabio,
segar",70.0,187.0,11.8,14.2,3.0,0.0,1.0,60.0,268.0,6.0,115.0,80.0,0.6,1.7,180.0,437.0,,1.55,0.37,0.1,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
HM006,"Telur bebek, bagian
kuning, segar",47.0,386.0,17.0,35.0,0.8,0.0,0.2,150.0,400.0,7.0,106.0,90.7,0.09,2.5,870.0,747.0,,0.6,0.68,1.4,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
HM007,"Telur bebek, bagian
putih, segar",88.0,54.0,11.0,0.0,0.8,0.0,0.2,21.0,20.0,0.1,184.0,150.2,0.13,0.1,0.0,0.0,,0.01,0.02,0.1,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
HM008,"Telur bebek tambak,
segar",67.7,187.0,10.9,12.4,7.9,0.0,1.1,64.0,295.0,5.4,209.0,146.0,0.4,1.8,378.0,471.0,375.0,1.62,0.03,0.1,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
HM009,"Telur burung maleo,
segar",36.0,436.0,26.5,36.3,0.4,,0.8,154.0,120.0,4.3,77.0,333.0,0.4,2.9,3987.0,,,,1.0,0.2,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
HM010,"Telur penyu, segar",7.4,136.0,8.6,10.1,2.7,0.0,1.2,66.0,282.0,3.4,478.0,115.0,0.5,1.4,82.0,17.0,,0.21,0.02,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
HM011,"Telur burung puyuh,
segar",79.8,116.0,10.7,7.0,1.6,0.0,0.9,65.0,191.0,3.5,111.0,11.0,0.05,1.2,95.0,80.0,,0.13,0.65,0.1,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
HO001,"Telur ayam, dadar,
masakan",61.9,251.0,16.3,19.4,1.4,0.0,1.0,62.0,250.0,2.5,,,,,36.0,,221.0,0.21,0.0,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
HO002,"Telur bebek, asin,
mentah",66.5,179.0,13.6,13.3,4.4,0.0,2.2,120.0,157.0,1.8,483.0,140.1,,,253.0,13.0,,0.28,0.98,0.6,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
HO003,"Telur bebek, dadar,
masakan",55.1,301.0,20.0,23.7,0.0,0.0,1.2,71.0,600.0,9.2,,,,,122.0,,613.0,0.35,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
HO004,"Ikan, telur, asin,
mentah",37.8,358.0,20.7,26.4,9.4,0.0,5.7,48.0,311.0,15.1,2684.0,59.0,0.4,3.0,1866.0,0.0,,0.21,0.54,2.1,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
HO005,"Bayau mi balu,
masakan",36.1,313.0,6.0,12.2,44.8,,0.9,,,,,,,,783.0,89.0,,0.14,0.27,9.7,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
HO006,"Cucuru bayau,
masakan",35.0,349.0,6.8,18.7,38.3,,1.2,,,,,,,,,123.0,,0.06,0.25,0.0,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
HO007,"Kalio telur, masakan",79.0,193.0,10.6,12.4,9.7,,1.4,148.0,246.0,3.8,540.0,,,,160.0,,3600.0,0.44,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
JM001,"Kepala susu - krim,
segar",72.5,204.0,2.6,20.0,4.0,0.0,0.9,97.0,77.0,0.1,,,,,252.0,191.0,,0.03,0.2,0.1,1.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
JM002,Susu ibu - ASI,88.1,62.0,1.5,3.2,7.0,0.0,0.2,34.0,20.0,0.2,15.0,41.0,0.01,0.4,,7.0,,0.01,0.03,0.2,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
JM003,"Susu kambing, segar",85.9,64.0,4.3,2.3,6.6,0.0,0.9,98.0,78.0,2.7,35.0,160.0,0.33,0.1,38.0,0.0,,0.06,0.45,0.3,1.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
JM004,"Susu kerbau, segar",73.8,160.0,6.3,12.0,7.1,,0.8,216.0,101.0,0.2,82.0,,,0.3,24.0,,,0.04,0.07,,1.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
JM005,"Susu kuda, segar",91.0,40.0,2.0,1.1,5.4,0.0,0.4,,,,,37.4,0.0,0.0,,1.0,,0.0,0.2,0.2,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
JM006,"Susu sapi, segar",88.3,61.0,3.2,3.5,4.3,0.0,0.7,143.0,60.0,1.7,36.0,149.0,0.02,0.3,39.0,12.0,,0.03,0.18,0.2,1.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
JO001,Es krim,62.1,210.0,4.0,12.5,20.6,0.0,0.8,123.0,99.0,0.1,78.0,193.4,0.0,0.7,158.0,0.0,,0.04,0.23,0.1,1.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
JO002,Hangop,84.0,65.0,10.0,1.0,3.5,0.0,1.5,180.0,190.0,0.2,126.0,374.4,0.0,,,22.0,,0.03,0.43,0.2,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
JO003,Keju,38.5,326.0,22.8,20.3,13.1,0.0,5.3,777.0,338.0,1.5,1410.0,82.7,0.03,3.1,227.0,128.0,,0.01,0.37,0.1,1.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
JO004,Kwark (Quark),59.0,242.0,19.0,17.0,3.0,0.0,2.0,300.0,350.0,0.5,37.0,72.7,0.01,0.2,173.0,0.0,,0.03,0.38,0.0,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
JO005,"Susu asam untuk bayi,
bubuk",2.5,418.0,19.0,9.0,65.5,0.0,4.0,800.0,600.0,7.0,188.0,486.5,0.0,0.0,303.0,83.0,,1.0,1.31,0.7,30.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
JO006,Susu bubuk,3.5,513.0,24.6,30.0,36.2,0.0,5.7,904.0,694.0,0.6,380.0,1330.0,0.02,4.1,476.0,118.0,,0.29,1.39,1.6,6.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
JO007,Susu kental manis,25.0,343.0,8.2,10.0,55.0,0.0,1.8,275.0,209.0,0.2,150.0,320.0,0.02,1.0,155.0,46.0,,0.05,0.43,0.4,1.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
JO008,Susu kental tak manis,73.7,138.0,7.0,7.9,9.9,,1.5,243.0,195.0,0.2,140.0,303.0,,,121.0,,,0.05,,0.0,1.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
JO009,"Susu skim, bubuk",3.5,359.0,35.6,1.0,52.0,0.0,7.9,1300.0,1030.0,0.6,470.0,1745.0,0.04,4.1,,10.0,,0.35,1.05,1.2,7.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
JO010,"Susu skim, segar",90.5,36.0,3.5,0.1,5.1,,0.8,123.0,97.0,0.1,38.0,,,,0.0,,,0.04,,,1.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
JO011,"Yoghurt, segar",88.0,52.0,3.3,2.5,4.0,0.0,2.2,120.0,90.0,0.1,40.0,299.0,0.01,0.6,22.0,10.0,,0.04,0.1,0.2,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
KM001,"Kelapa setengah tua,
daging, segar",70.0,180.0,4.0,15.0,10.0,2.4,1.0,8.0,55.0,1.3,4.0,317.7,0.3,2.9,,0.0,10.0,0.1,0.01,0.1,4.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
KM002,"Kelapa tua, daging,
segar",46.9,359.0,3.4,34.7,14.0,4.7,1.0,21.0,98.0,2.0,3.0,293.9,0.4,1.1,0.0,0.0,,0.1,0.0,0.0,2.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
KM003,Lemak babi (lard),0.0,902.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
KM004,Lemak babi (bacon),20.0,626.0,9.1,65.0,1.1,0.0,4.8,13.0,108.0,0.8,0.0,0.0,0.0,0.9,0.0,0.0,,0.4,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
KM005,Lemak ikan,43.3,372.0,12.0,29.4,14.4,0.0,0.3,20.0,230.0,32.7,60.0,52.0,0.4,1.1,,,,0.5,0.13,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
KM006,"Lemak kerbau (lemak
sapi)",5.0,818.0,1.5,90.0,0.0,0.0,3.5,0.0,0.0,0.0,29.0,25.8,0.0,0.0,0.0,283.0,,0.0,0.0,0.7,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
KM007,"Minyak hiu, hati",0.0,902.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21212.0,0.0,,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
KM008,Minyak ikan,0.0,902.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24242.0,0.0,,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
KM009,Minyak kacang tanah,0.0,902.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
KM010,Minyak kedelai,0.1,883.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
KM011,Minyak kelapa,0.0,870.0,1.0,98.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
KM012,Minyak kelapa sawit,0.0,884.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18181.0,,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
KM013,Minyak wijen,0.1,881.0,0.2,99.7,0.0,0.0,0.0,10.0,5.0,0.1,2.0,20.0,0.0,0.0,0.0,0.0,,0.0,0.07,0.1,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
KM014,Minyak zaitun,0.0,884.0,0.0,100.0,0.0,0.0,0.0,14.0,0.0,1.2,7.0,0.0,0.0,0.0,,0.0,,0.0,0.0,5.0,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
KO001,Margarin,15.5,720.0,0.6,81.0,0.4,0.0,2.5,20.0,16.0,0.0,760.0,25.9,0.0,0.0,606.0,633.0,,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
KO002,Mentega,16.0,742.0,0.5,81.6,1.4,0.0,1.9,15.0,16.0,1.1,653.0,103.0,0.0,0.4,1000.0,155.0,,0.0,0.1,0.0,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
KO003,Santan (dengan air),80.0,122.0,2.0,10.0,7.6,1.4,0.4,25.0,30.0,0.1,9.0,162.4,0.2,0.4,0.0,,,0.0,0.0,0.5,2.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
KO004,Santan murni,54.9,324.0,4.2,34.3,5.6,0.0,1.0,14.0,45.0,1.9,18.0,514.1,0.4,0.9,0.0,0.0,,0.0,0.0,0.5,2.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MO001,"Coklat manis, batang",1.4,527.0,2.0,29.8,62.7,6.5,4.1,63.0,287.0,2.8,6.0,499.5,0.0,0.0,,,30.0,0.03,0.02,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MO002,"Coklat pahit,batang",2.3,615.0,5.5,42.6,29.2,10.8,10.1,98.0,446.0,4.4,20.0,708.3,1.7,3.3,,2.0,60.0,0.05,0.08,1.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MO003,"Coklat susu, batang",1.0,565.0,9.0,35.0,53.6,3.4,1.4,200.0,200.0,2.0,100.0,405.5,0.49,2.3,,54.0,30.0,0.08,0.45,0.5,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MO004,Coklat bubuk,3.9,311.0,8.0,4.0,48.9,32.6,15.4,125.0,715.0,11.6,,,,,,,30.0,0.12,,0.6,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MO005,Gula aren,7.0,368.0,0.0,0.0,92.0,0.0,1.0,75.0,35.0,3.0,15.0,390.4,0.04,,0.0,0.0,,0.0,0.01,0.5,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MO006,Gula kelapa,10.0,386.0,3.0,10.0,76.0,0.0,1.0,76.0,37.0,2.6,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.34,0.5,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MO007,Gula putih,5.4,394.0,0.0,0.0,94.0,0.0,0.6,5.0,1.0,0.1,1.0,4.75,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MO008,"Jam, selai",34.0,239.0,0.5,0.6,64.5,1.0,0.4,20.0,20.0,1.0,30.0,73.1,0.09,0.0,0.0,0.0,,0.01,0.07,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MO009,Kopi bubuk instant,2.6,129.0,12.3,0.5,35.0,0.0,9.7,179.0,383.0,5.6,72.0,3256.0,0.14,0.0,,0.0,0.0,0.0,0.21,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MO010,Madu,20.0,294.0,0.3,0.0,79.5,0.2,0.2,5.0,16.0,0.9,6.0,26.9,0.04,0.2,0.0,0.0,,0.0,0.04,0.1,4.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MO011,Markisa squash,46.7,217.0,2.5,1.0,49.6,,0.2,6.0,83.0,0.6,14.0,65.0,0.0,0.1,,23.0,75.0,0.07,0.02,0.0,14.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MO012,"Markisa squash, BD",74.4,104.0,1.2,0.5,23.7,,0.2,1.0,88.0,0.5,40.0,40.0,0.0,0.1,,7.0,40.0,0.2,0.02,0.0,12.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MO013,Melase,21.2,276.0,,0.1,71.0,0.0,7.7,6.0,83.0,0.6,14.0,,0.0,0.3,0.0,0.0,,0.04,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MO014,Sirup,44.0,213.0,0.0,0.0,55.0,0.0,1.0,0.0,0.0,0.0,3.0,4.2,,,,0.0,,0.0,0.0,0.0,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MO015,Sirup pirous,43.3,228.0,0.2,0.4,55.9,0.0,0.2,470.0,93.0,29.5,3.0,4.2,,,,0.0,0.0,0.0,0.0,0.0,8.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MO016,Teh hijau daun kering,7.7,300.0,28.3,4.8,53.6,9.6,5.6,245.0,415.0,18.9,60.0,5873.9,0.5,0.0,,8400.0,,0.38,1.24,4.6,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
